;t-t0, hr;Atm. pressure, hPa;Average wind speed, m/s;Humidity %;Precipitation, mm;UV level, W/m2;Wind direction, deg;Wind speed, m/s;temp. C;fMin;fMax;fMaxDark;ABS/RC;DIo/RC;ETo/RC;FI;FJ;FK;Fv;PHI_Eo;PHIo;PI;PSIo;Sm;TRo_RC;VI;VJ;VK;Fo;Fm;Mo;Area;Fv/Fm;altaz, degrees;Insolation, kW/m2
2020-11-11 14:55:09;9387.0;1007.0;0.0;55.83833;0.0;0.63233;324.29333;0.5576;2.7388;1074.0;1697.25;2733.2;15.11221;9.45511;2.32758;1601.1625;1436.3125;1312.80833;632.50973;0.16203;0.39628;0.03701;0.41034;24.91929;5.65709;0.84997;0.58966;0.39432;1064.1675;1696.67723;3.32951;15932.66073;0.37279;9.17756;0.3962782203252284
2020-11-11 15:55:09;9388.0;1007.0;0.0;58.67667;0.0;0.25329;310.38917;0.32276;2.1582;1050.35;1713.05;2733.2;14.86991;8.85241;2.55544;1604.2;1424.27917;1296.99583;674.86942;0.17676;0.41914;0.03979;0.42447;26.10337;6.0175;0.84202;0.57553;0.38699;1037.55;1712.41942;3.46206;17752.18734;0.3941;3.17979;0.1084603384887517
2020-11-11 16:55:09;9389.0;1007.4123;0.0;60.5877;0.0;0.02939;313.07049;0.87307;1.97089;1030.7;1729.05;2733.2;11.30753;6.50694;1.94423;1607.425;1434.37917;1293.10417;704.96467;0.17275;0.4353;0.0479;0.40884;28.1779;4.80059;0.83045;0.59116;0.38699;1024.595;1729.55967;2.85636;20216.93377;0.4076;-3.97784;
2020-11-11 17:55:09;9390.0;1008.0;0.0;60.4025;0.0;0.0;323.585;0.60945;2.19937;1011.85;1744.6;2733.2;11.65231;6.51322;2.00904;1606.64167;1446.65417;1288.04167;743.99378;0.17345;0.45092;0.04679;0.39214;29.85048;5.13909;0.81972;0.60786;0.39224;1000.81905;1744.81282;3.13005;22909.23025;0.4264;-11.91891;
2020-11-11 18:55:09;9391.0;1008.0;0.0;61.805;0.0;0.0;332.075;0.0322;1.81655;1020.85;1766.05;2733.2;12.80485;7.15617;2.24652;1620.3125;1458.5;1304.14583;758.93658;0.17694;0.45388;0.04484;0.39667;32.10053;5.64868;0.81436;0.60333;0.39709;1007.035;1765.97158;3.40215;25189.47723;0.42976;-20.2834;
2020-11-11 19:55:09;9392.0;1008.0;0.0;63.805;0.0;0.0;342.755;0.51067;1.12787;1034.5;1778.05;2733.2;11.55013;6.55246;2.05278;1626.7375;1465.80417;1315.86667;755.48697;0.17979;0.4481;0.05205;0.40774;34.24229;4.99767;0.80408;0.59226;0.39065;1024.73036;1780.21733;2.94489;26723.58287;0.42438;-28.70131;
2020-11-11 20:55:09;9393.0;1008.4025;0.0;66.2075;0.0;0.0;340.05;0.68712;0.44693;1045.15;1785.25;2733.2;11.17491;6.36015;2.00904;1629.8;1469.55417;1323.4625;751.44264;0.18241;0.44534;0.05486;0.41587;35.77058;4.81475;0.79581;0.58413;0.38731;1036.08433;1787.52697;2.80571;27725.02146;0.42038;-36.73943;
2020-11-11 21:55:09;9394.0;1009.0;0.0;68.4025;0.0;0.0;332.2775;0.0;0.07327;1047.7;1788.25;2733.2;12.95169;7.34844;2.31814;1627.475;1471.28333;1327.9125;754.50017;0.18142;0.44735;0.04692;0.41229;36.80528;5.60325;0.79374;0.58771;0.39545;1033.67;1788.17017;3.2851;28680.93509;0.42194;-43.82368;
2020-11-11 22:55:09;9395.0;1009.0;0.0;69.805;0.0;0.0;297.90167;0.0;-0.34418;1052.65;1794.7;2733.2;11.82803;6.69923;2.12919;1628.07917;1475.87917;1332.51667;750.87382;0.18161;0.44443;0.05006;0.41657;37.88892;5.1288;0.78391;0.58343;0.38995;1044.0675;1794.94132;2.9996;29319.75307;0.41833;-49.16795;
2020-11-11 23:55:09;9396.0;1009.0;0.0;71.805;0.0;0.0;285.235;0.0;-0.95085;1046.8;1785.05;2733.2;11.42591;6.44745;2.03769;1618.9875;1471.0125;1323.76667;750.24747;0.17885;0.44465;0.04976;0.41225;40.24678;4.97846;0.78128;0.58775;0.3885;1038.04222;1788.28969;2.94076;31278.9794;0.41953;-51.84872;
2020-11-12 00:55:09;9397.0;1009.0;0.0;73.805;0.0;0.0;309.27;0.0;-0.96487;1030.8;1771.6;2733.2;10.00206;5.59829;1.83002;1595.4;1448.9125;1303.775;744.93257;0.18309;0.44408;0.05811;0.4223;43.41313;4.40378;0.77064;0.5777;0.37987;1026.96868;1771.90125;2.57376;33495.29604;0.42041;-51.23207;
2020-11-12 01:55:09;9398.0;1009.0;0.0;72.195;0.0;0.0;230.775;0.0;-0.599;1032.35;1765.8;2733.2;11.34915;6.45821;1.96774;1590.5125;1455.54583;1306.99583;744.85652;0.17042;0.44255;0.04624;0.39799;41.94162;4.89095;0.77756;0.60201;0.39595;1020.96845;1765.82497;2.92321;32987.88713;0.42182;-47.47808;
2020-11-12 02:55:09;9399.0;1009.0;0.0;74.7075;0.0;0.0;222.0;0.58663;-1.52567;1046.0;1759.75;2733.2;10.50197;6.02162;1.54572;1604.13333;1476.54167;1325.83333;717.60643;0.14808;0.42539;0.04157;0.36443;37.43579;4.48035;0.8065;0.63557;0.41615;1041.88714;1759.49357;2.93463;29830.64895;0.40785;-41.39873;
2020-11-12 03:55:09;9400.0;1009.0;0.0;75.0;0.0;0.0;248.1725;0.06337;-1.03435;1043.85;1752.6;2733.2;11.70887;6.78225;1.70163;1602.25833;1477.94167;1325.5125;721.80483;0.13988;0.42488;0.03381;0.34393;36.26533;4.92662;0.82095;0.65607;0.43122;1033.17667;1754.9815;3.22499;30204.19523;0.41129;-33.89628;
2020-11-12 04:55:09;9401.0;1009.0;0.0;75.0;0.0;0.0;276.74344;0.05326;-1.10316;1049.8;1750.25;2733.2;11.08367;6.44742;1.54831;1601.89167;1477.3375;1324.65833;712.60044;0.13655;0.42044;0.03582;0.34067;34.77339;4.63625;0.82683;0.65933;0.42946;1038.60393;1751.20437;3.08793;29327.31764;0.40692;-25.67582;
2020-11-12 05:55:09;9402.0;1009.0;0.0;75.0;0.0;0.0;274.685;0.03342;-1.47433;1048.35;1748.45;2733.2;10.70486;6.26773;1.51628;1599.00833;1476.80417;1322.35;707.74002;0.13553;0.41885;0.03578;0.33997;35.02965;4.43713;0.82621;0.66003;0.42647;1040.29504;1748.03506;2.92085;29530.11564;0.40488;-17.25033;
2020-11-12 06:55:09;9403.0;1009.0;0.0;75.88583;0.0;0.0;315.63417;0.00342;-1.84776;1048.3;1748.35;2733.2;11.647;6.77623;1.66851;1601.03333;1475.84167;1321.8625;713.4462;0.1374;0.42279;0.03353;0.34225;35.06519;4.87076;0.82861;0.65775;0.42626;1036.67167;1750.11787;3.20226;29777.38931;0.40766;-9.02257;
2020-11-12 07:55:09;9404.0;1009.0;0.0;76.0;0.0;0.04429;302.3975;0.0;-1.43822;1043.65;1743.8;2733.2;11.56935;6.79024;2.26989;1552.62083;1401.40833;1277.20833;707.65792;0.19617;0.42248;0.05797;0.47031;47.43662;4.77911;0.74817;0.52969;0.34945;1035.8575;1743.51542;2.50922;36484.69545;0.40588;-1.35453;
2020-11-12 08:55:09;9405.0;1009.0;0.0;74.22833;0.0;0.36004;293.79917;0.0;-0.60933;1059.85;1595.15;2733.2;12.10121;7.93966;2.01466;1471.86667;1332.90417;1227.93333;539.70375;0.17333;0.36293;0.0507;0.48177;40.74819;4.16154;0.77463;0.51823;0.32405;1055.58929;1595.29304;2.14688;22312.95285;0.33831;5.38934;0.2321247602491339
2020-11-12 09:55:09;9406.0;1009.0;0.0;72.22833;0.0;1.02008;344.37833;0.0;0.34926;1068.35;1557.8;2733.2;10.96899;7.26821;1.67367;1465.175;1334.9375;1233.60833;487.54649;0.15371;0.34022;0.04058;0.45467;34.30941;3.70078;0.8116;0.54533;0.33865;1069.9631;1557.50958;2.02711;16696.78762;0.31303;10.82695;0.4512946504005551
2020-11-12 10:55:09;9407.0;1008.11417;0.0;69.3425;0.0;1.49863;309.36583;0.0;1.65587;1047.15;1536.2;2733.2;12.43477;8.30442;1.81996;1446.71667;1318.39583;1212.05417;496.61947;0.15106;0.34445;0.03676;0.44041;32.15726;4.13035;0.81634;0.55959;0.34564;1041.43381;1538.05328;2.31039;16000.92989;0.32289;14.57903;0.5509254635781755
2020-11-12 11:55:09;9408.0;1008.0;0.0;67.22833;0.0;1.0185;267.68083;0.0;2.59839;1020.35;1554.55;2733.2;11.40637;7.31466;1.78423;1460.70417;1316.61667;1204.67917;537.1784;0.15869;0.36749;0.04116;0.43699;29.1601;4.0917;0.8292;0.56301;0.35294;1017.3153;1554.4937;2.30748;15844.66058;0.34556;16.3306;0.5883412656024571
2020-11-12 12:55:09;9409.0;1008.0;0.0;66.11417;0.0;1.08288;237.31083;0.0;2.93918;1029.0;1568.5;2733.2;11.92102;7.57091;1.85449;1478.58333;1334.74167;1223.40833;542.15425;0.1578;0.37122;0.03891;0.42805;27.7979;4.35011;0.83656;0.57195;0.3669;1025.89346;1568.04771;2.49561;15155.76565;0.34575;15.91567;0.5799049650752387
2020-11-12 13:55:09;9410.0;1008.0;0.0;65.11417;0.0;1.1;323.46917;0.0;3.68752;1028.2;1605.95;2733.2;12.48498;7.73582;2.04711;1505.99167;1351.28333;1234.67083;586.99793;0.16524;0.38552;0.03917;0.43312;27.9576;4.74916;0.8281;0.56688;0.36671;1021.87333;1608.87127;2.70205;16690.73024;0.36485;13.37434;0.5221710515166692
2020-11-12 14:55:09;9411.0;1008.0;0.0;65.0;0.0;0.5685;283.62167;0.0;3.69142;1018.35;1641.3;2733.2;12.56254;7.57359;2.21;1527.49167;1357.51667;1237.8;631.90161;0.17837;0.40712;0.04564;0.44303;28.6342;4.98895;0.82494;0.55697;0.3663;1009.47143;1641.37304;2.77895;18525.2779;0.38498;8.93808;0.3875741013153768
2020-11-12 15:55:09;9412.0;1008.0;0.0;66.77167;0.0;0.18996;287.63;0.0;3.64457;1005.65;1679.0;2733.2;13.14869;7.68285;2.48789;1546.7;1365.40833;1241.875;683.72913;0.1926;0.42786;0.05104;0.45349;30.99253;5.46584;0.81328;0.54651;0.36525;995.41286;1679.14199;2.97795;21961.11777;0.40719;2.95521;0.0953443385543499
2020-11-12 16:55:09;9413.0;1008.0;0.0;67.0;0.0;0.0193;300.32705;0.0;3.5703;1006.5;1714.25;2733.2;11.61289;6.59634;2.13777;1569.675;1406.42917;1260.92083;715.9766;0.18686;0.44134;0.05367;0.4264;32.18087;5.01655;0.80451;0.5736;0.37056;998.77321;1714.74981;2.87878;23845.76196;0.41754;-4.18954;
2020-11-12 17:55:09;9414.0;1008.0;0.0;67.0;0.0;0.0;324.59833;0.0;3.73383;552.65;1125.85;2733.2;10.12019;4.87872;1.87743;1029.75;916.6125;785.37917;583.00234;0.18569;0.51792;0.05957;0.35853;28.66992;5.24147;0.83551;0.64147;0.41634;542.66214;1125.66448;3.36404;16716.62746;0.51792;-12.12147;
2020-11-12 18:55:09;9415.0;1008.0;0.0;70.47667;0.0;0.0;281.065;0.0;3.71654;1022.15;1748.05;2733.2;12.41729;7.1037;2.23105;1589.9875;1438.2625;1289.02917;741.50246;0.18357;0.44743;0.05258;0.41551;34.9568;5.31359;0.78784;0.58449;0.38108;1009.84278;1751.34524;3.08254;26667.18549;0.42339;-20.48182;
2020-11-12 19:55:09;9416.0;1008.0;0.0;71.0;0.0;0.0;327.88833;0.0;3.86645;1031.65;1766.45;2733.2;13.30574;7.57068;2.40074;1601.39167;1450.3375;1303.55833;747.72526;0.1836;0.4486;0.04784;0.41542;36.20835;5.73506;0.78544;0.58458;0.38592;1018.88333;1766.6086;3.33432;27824.45552;0.42325;-28.90174;
2020-11-12 20:55:09;9417.0;1008.0;0.0;70.13083;0.0;0.0;329.91583;0.0;4.00299;1038.5;1771.7;2733.2;12.48481;7.1187;2.29036;1600.38333;1451.29167;1308.35417;747.40379;0.18669;0.44664;0.05214;0.4241;36.90255;5.36611;0.77452;0.5759;0.38257;1026.40643;1773.81022;3.07575;28420.09482;0.42135;-36.94901;
2020-11-12 21:55:09;9418.0;1008.0;0.0;70.0;0.0;0.0;338.56083;0.0;3.98523;1043.15;1774.15;2733.2;11.26979;6.43628;2.08022;1599.65417;1451.17917;1308.89583;739.11086;0.18722;0.44237;0.05644;0.42985;38.58249;4.83352;0.77009;0.57015;0.37593;1035.31448;1774.42535;2.7533;29380.0712;0.41654;-44.04977;
2020-11-12 22:55:09;9419.0;1008.86917;0.0;70.86917;0.0;0.0;326.09333;0.0;3.91047;1049.5;1779.4;2733.2;12.9758;7.40906;2.40512;1600.48333;1454.12083;1311.94583;743.2785;0.18823;0.44357;0.04988;0.43097;39.25643;5.56674;0.76513;0.56903;0.37624;1036.76;1780.0385;3.16162;29993.23231;0.41756;-49.41514;
2020-11-12 23:55:09;9420.0;1009.0;0.0;71.0;0.0;0.0;327.47667;0.0;3.89131;1051.5;1783.3;2733.2;10.8907;6.26485;2.0295;1601.27917;1455.975;1316.575;737.298;0.18946;0.4393;0.06016;0.43779;39.87171;4.62585;0.75834;0.56221;0.37157;1046.75962;1784.05762;2.59635;30254.98638;0.41327;-52.11343;
2020-11-13 00:55:09;9421.0;1009.0;0.0;70.13083;0.0;0.0;314.9625;0.0;3.88131;1055.65;1784.45;2733.2;11.34351;6.5615;2.11958;1599.74167;1454.78333;1316.34167;735.5637;0.19051;0.43784;0.05921;0.44126;40.96367;4.782;0.75538;0.55874;0.36884;1048.89714;1784.46085;2.66243;31054.24313;0.41221;-51.50139;
2020-11-13 01:55:09;9422.0;1009.0;0.0;70.0;0.0;0.0;314.73833;0.0;3.83654;1057.3;1782.85;2733.2;12.04904;7.00949;2.24551;1597.18333;1453.3375;1315.91667;735.25364;0.19072;0.43788;0.05754;0.44178;40.73407;5.03955;0.75365;0.55822;0.36942;1048.07;1783.32364;2.79404;30838.60509;0.41229;-47.73941;
2020-11-13 02:55:09;9423.0;1009.0;0.0;70.86917;0.0;0.0;275.01833;0.0;3.88215;1058.65;1783.85;2733.2;11.22601;6.39534;2.13428;1596.32083;1452.4125;1316.05833;734.1867;0.19192;0.43869;0.05759;0.44487;41.58361;4.83068;0.75052;0.55513;0.3681;1050.25;1784.4367;2.6964;31381.215;0.41144;-41.64794;
2020-11-13 03:55:09;9424.0;1009.0;0.0;71.85492;0.0;0.0;315.16557;0.0;3.89;1061.0;1785.15;2733.2;10.50551;6.01443;2.01479;1593.14167;1450.54583;1316.45;729.02807;0.19355;0.43559;0.0624;0.45198;42.62355;4.49108;0.74264;0.54802;0.36278;1056.44659;1785.47466;2.47629;31935.35689;0.40831;-34.13588;
2020-11-13 04:55:09;9425.0;1009.0;0.0;72.8525;0.0;0.0;317.0325;0.0;3.87295;1066.7;1789.5;2733.2;11.85704;6.8016;2.2769;1598.20417;1452.75417;1321.01667;733.07059;0.19445;0.43705;0.05651;0.45228;42.41788;5.05544;0.74499;0.54772;0.36674;1056.54214;1789.61274;2.77854;32011.81112;0.40963;-25.91063;
2020-11-13 05:55:09;9426.0;1009.0;0.0;75.5575;0.0;0.0;291.2775;0.0;3.5972;1076.5;1799.8;2733.2;12.19907;7.04221;2.34254;1606.1625;1462.54167;1328.36667;738.05045;0.19529;0.43723;0.05664;0.45423;43.16731;5.15686;0.73969;0.54577;0.36282;1065.32476;1803.37521;2.81432;32743.8293;0.40926;-17.48515;
2020-11-13 06:55:09;9427.0;1009.0;0.0;76.0;0.0;0.0;292.115;0.0;3.59262;1082.0;1804.65;2733.2;13.06008;7.52789;2.50522;1610.02917;1465.4625;1332.69167;735.15444;0.19487;0.43658;0.05229;0.45425;42.50857;5.53219;0.74152;0.54575;0.36399;1069.63;1804.78444;3.02697;32013.49225;0.40734;-9.26144;
2020-11-13 07:55:09;9428.0;1009.0;0.0;76.8525;0.0;0.0;304.0825;0.0;3.68525;1103.0;1808.75;2733.2;11.656;6.90688;2.30404;1611.84583;1456.325;1339.6125;714.7274;0.20159;0.42523;0.0642;0.48464;44.71313;4.74912;0.73012;0.51536;0.34923;1094.26667;1808.99407;2.44508;32561.28089;0.3951;-1.60035;
2020-11-13 08:55:09;9429.0;1009.0;0.0;77.0;0.0;0.1705;300.885;0.0;3.82788;1120.8;1755.25;2733.2;12.01991;7.55633;2.17875;1604.3625;1441.84167;1329.90417;639.46728;0.18885;0.39199;0.05887;0.48652;38.49639;4.46358;0.76618;0.51348;0.33834;1116.00731;1755.47459;2.28483;24795.24873;0.36427;5.13515;0.2188531560292665
2020-11-13 09:55:09;9430.0;1009.0;0.0;76.1475;0.0;0.32787;284.655;0.0;4.13132;1102.0;1706.0;2733.2;11.73537;7.39552;2.08004;1577.1875;1412.25;1300.08333;610.0568;0.1841;0.38645;0.05611;0.47922;33.82849;4.33985;0.78989;0.52078;0.3371;1095.99008;1706.04688;2.25982;20589.76862;0.35759;10.56493;0.4430916544755469
2020-11-13 10:55:09;9431.0;1009.0;0.0;75.1475;0.0;0.5205;282.0;0.0;4.51248;1096.0;1704.4;2733.2;11.09254;6.82956;1.97483;1585.575;1419.2;1303.1125;607.85451;0.17934;0.38761;0.05197;0.46608;30.28511;4.26298;0.80652;0.53392;0.34386;1096.11125;1703.96576;2.28815;18431.87809;0.35673;14.31212;0.5447834168446458
2020-11-13 11:55:09;9432.0;1009.0;0.0;76.57927;0.0;0.75159;300.71463;0.0;4.46529;1085.15;1691.15;2733.2;12.42654;7.65267;2.13212;1580.22083;1415.075;1295.65;611.94973;0.1734;0.38899;0.04355;0.44852;28.66599;4.77387;0.82042;0.55148;0.35742;1079.03333;1690.98306;2.64175;17718.05443;0.36189;16.06398;0.5829492088336108
2020-11-13 12:55:09;9433.0;1009.0;0.0;83.89634;0.0;0.89793;274.37317;0.0;3.79943;1077.2;1699.35;2733.2;13.77989;8.44812;2.34344;1589.47917;1419.67083;1297.72083;632.18487;0.17401;0.39782;0.04078;0.44003;27.01036;5.33177;0.82839;0.55997;0.36747;1067.3;1699.48487;2.98833;17268.81016;0.37199;15.65555;0.574486327518408
2020-11-13 13:55:09;9434.0;1009.0;0.0;83.01417;0.0;0.5796;269.07083;0.0;3.88365;1109.35;1729.1;2733.2;14.35041;8.86543;2.36207;1625.4625;1454.81667;1336.40833;629.44209;0.16792;0.39215;0.03654;0.43208;25.7358;5.48497;0.83796;0.56792;0.37909;1099.46833;1728.91042;3.1229;16390.85416;0.36407;13.12603;0.5158987853184476
2020-11-13 14:55:09;9435.0;1009.0;0.0;82.01417;0.0;0.2546;264.07083;0.0;3.97865;1089.3;1734.45;2733.2;13.17534;8.04956;2.2753;1621.11667;1442.98333;1320.7625;656.33053;0.17631;0.40163;0.04373;0.44327;27.40487;5.12578;0.82768;0.55673;0.36917;1081.06429;1737.39482;2.85047;18442.89511;0.37777;8.70458;0.378896336233233
2020-11-13 15:55:09;9436.0;1008.01417;0.0;82.98583;0.0;0.05283;284.7025;0.0;3.81241;1065.3;1756.3;2733.2;12.7422;7.58048;2.38454;1619.65417;1430.77083;1306.5625;700.97179;0.19161;0.42154;0.05442;0.4585;30.38086;5.16172;0.81158;0.5415;0.36228;1055.64455;1756.61633;2.77718;21996.17517;0.39905;2.73673;0.0827044279433612
2020-11-13 16:55:09;9437.0;1008.0;0.0;83.0;0.0;0.05;285.0;0.0;3.6917;1060.65;1782.9;2733.2;12.37859;7.10284;2.16112;1635.95833;1475.94583;1328.1125;733.58968;0.17611;0.43633;0.0451;0.40981;31.00949;5.27575;0.80731;0.59019;0.38575;1049.71214;1783.30182;3.11463;23849.95137;0.41137;-4.39506;
2020-11-13 17:55:09;9438.0;1008.0;0.0;87.92917;0.0;0.00071;299.7875;0.0;3.51255;1073.7;1799.45;2733.2;11.68777;6.85025;2.00737;1641.31667;1491.79167;1345.14583;732.6049;0.17378;0.43127;0.04934;0.40958;33.76697;4.83752;0.79254;0.59042;0.38593;1066.81619;1799.42109;2.83015;25664.25932;0.40713;-12.31776;
2020-11-13 18:55:09;9439.0;1008.0;0.0;89.97167;0.0;0.0;289.15583;0.0;3.52972;1075.5;1813.1;2733.2;12.16013;6.98336;2.18594;1645.0125;1491.78333;1344.925;748.58294;0.18287;0.44145;0.05107;0.42118;35.52977;5.17676;0.78328;0.57882;0.37929;1064.52857;1813.11151;2.99082;27397.25757;0.41287;-20.67389;
2020-11-13 19:55:09;9440.0;1008.0;0.0;87.0425;0.0;0.0;329.41917;0.0;3.24411;1082.65;1820.3;2733.2;11.51453;6.72246;2.07112;1645.90417;1496.13333;1350.47083;746.3625;0.18461;0.43778;0.05788;0.42801;36.64524;4.79207;0.77165;0.57199;0.37348;1074.81052;1821.17302;2.72095;28037.60169;0.40983;-29.09571;
2020-11-13 20:55:09;9441.0;1008.0;0.0;87.98583;0.0;0.0;331.97167;0.0;2.99354;1084.35;1824.7;2733.2;12.2031;6.95532;2.22824;1647.17917;1499.46667;1355.51667;747.92053;0.18475;0.44;0.05009;0.42721;37.62979;5.24778;0.76908;0.57279;0.37819;1076.77333;1824.69386;3.01953;28773.64321;0.40989;-37.15206;
2020-11-13 21:55:09;9442.0;1008.0;0.0;89.97167;0.0;0.0;349.745;0.0;2.90128;1090.3;1826.9;2733.2;13.01467;7.52114;2.35522;1648.10833;1500.90833;1358.85;749.68082;0.18493;0.43972;0.04947;0.42725;38.22849;5.49353;0.7675;0.57275;0.38034;1076.985;1826.66582;3.1383;29179.89692;0.41041;-44.26937;
2020-11-13 22:55:09;9443.0;1008.0;0.0;89.01417;0.29575;0.0;350.0;0.0;2.79156;1093.0;1828.25;2733.2;12.91747;7.50581;2.34866;1646.84167;1500.48333;1360.0;748.51434;0.18648;0.43847;0.05147;0.43166;38.63152;5.41165;0.7629;0.56834;0.37861;1080.26714;1828.78148;3.063;29474.74385;0.4093;-49.65614;
2020-11-13 23:55:09;9444.0;1008.0;0.0;89.49292;0.15212;0.0;349.50708;0.0;2.80972;1098.5;1828.45;2733.2;12.58215;7.2903;2.30005;1644.48333;1499.96667;1359.19583;742.74538;0.18639;0.43606;0.05102;0.4345;39.0251;5.29184;0.75834;0.5655;0.37363;1085.35167;1828.09705;2.9918;29543.74187;0.40629;-52.37264;
2020-11-14 00:55:09;9445.0;1008.0;0.0;89.99292;0.00212;0.0;349.00708;0.0;2.82972;1097.3;1827.45;2733.2;12.55876;7.27893;2.31223;1643.85;1496.8875;1359.625;742.84173;0.1876;0.436;0.05167;0.43765;38.89909;5.27983;0.75859;0.56235;0.37513;1084.82333;1827.66507;2.9676;29554.27415;0.40644;-51.76612;
2020-11-14 01:55:09;9446.0;1008.0;0.0;89.01417;0.0;0.0;344.07083;0.0;2.80042;1099.15;1827.7;2733.2;13.17601;7.61732;2.4388;1640.75833;1496.69583;1358.25833;741.87298;0.18842;0.43593;0.04919;0.4395;39.57131;5.55869;0.7537;0.5605;0.37231;1086.255;1828.12798;3.11988;30071.45592;0.40581;-47.99698;
2020-11-14 02:55:09;9447.0;1007.01417;0.0;89.0;0.0;0.0;38.39167;0.0;2.60283;1099.5;1827.1;2733.2;12.37139;7.18647;2.30607;1637.75833;1493.78333;1355.85833;739.44308;0.18976;0.43447;0.05335;0.44495;39.57714;5.18491;0.74788;0.55505;0.36664;1089.33571;1828.7788;2.87884;29978.01567;0.40434;-41.89405;
2020-11-14 03:55:09;9448.0;1007.0;0.0;81.2;0.0;0.0;238.1;0.5915;2.8535;1105.15;1828.6;2733.2;11.37041;6.61018;2.11941;1640.34583;1496.30833;1359.275;730.8575;0.18915;0.4304;0.05662;0.44772;41.45951;4.76023;0.74828;0.55228;0.36321;1098.20179;1829.05928;2.64082;30962.77156;0.39958;-34.37283;
2020-11-14 04:55:09;9449.0;1007.0;0.0;77.0;0.0;0.0;349.87667;0.48306;2.99;1109.65;1828.3;2733.2;12.07686;7.05162;2.24371;1638.9125;1496.1875;1361.32917;729.90418;0.18898;0.43003;0.05385;0.44793;40.49623;5.02524;0.7462;0.55207;0.36525;1098.92571;1828.82989;2.78154;30234.04648;0.39911;-26.14302;
2020-11-14 05:55:09;9450.0;1007.0;0.0;77.46917;0.0;0.0;353.4075;0.41756;2.97123;1112.3;1827.2;2733.2;11.29878;6.73899;2.07888;1636.4125;1494.86667;1360.96667;723.15459;0.1897;0.42496;0.06177;0.45301;42.28306;4.55978;0.74175;0.54699;0.36013;1104.10552;1827.26011;2.4809;31111.1617;0.39576;-17.71761;
2020-11-14 06:55:09;9451.0;1007.0;0.0;78.0;0.0;0.0;356.87667;0.47244;2.86555;578.15;1159.85;2733.2;8.91889;4.40561;1.89057;1023.99167;913.89167;799.30833;586.77329;0.2121;0.50588;0.08322;0.41932;38.2559;4.51328;0.76836;0.58068;0.38544;573.13571;1159.90901;2.62271;22446.8077;0.50588;-9.4978;
2020-11-14 07:55:09;9452.0;1007.0;0.0;77.53083;0.0;0.07038;353.83917;0.0;2.73247;1129.35;1801.8;2733.2;12.8612;7.85825;2.4194;1620.83333;1469.4625;1351.22917;683.79849;0.1931;0.40215;0.05399;0.4824;43.18735;5.00296;0.74302;0.5176;0.34366;1118.13857;1801.93706;2.58356;30133.53504;0.37948;-1.84334;
2020-11-14 08:55:09;9453.0;1007.0;0.0;77.0;0.0;0.28844;348.46148;0.0;2.89305;1144.5;1752.1;2733.2;11.33267;7.05862;2.08457;1607.30417;1447.60417;1338.3625;610.80833;0.18491;0.37985;0.05355;0.49271;38.28205;4.27405;0.76923;0.50729;0.32698;1141.28625;1752.09458;2.18948;23946.07598;0.34862;4.88424;0.205464649961177
2020-11-14 09:55:09;9454.0;1007.0;0.0;74.7375;0.0;0.58575;204.2;0.02263;3.36983;1117.0;1678.85;2733.2;10.66846;6.86841;1.75766;1565.05417;1415.4125;1301.2;562.50653;0.16855;0.36641;0.05045;0.46503;32.24339;3.80005;0.80071;0.53497;0.332;1116.30292;1678.80945;2.04239;18306.07483;0.33506;10.30677;0.4348206752100561
2020-11-14 10:55:09;9455.0;1006.5475;0.0;70.6425;0.0;0.77263;173.8;0.16765;3.9315;1095.7;1654.35;2733.2;11.52392;7.52446;1.77174;1555.91667;1405.04583;1289.45;558.76378;0.16059;0.36621;0.04584;0.44258;28.26897;3.99946;0.82697;0.55742;0.35059;1095.11397;1653.87775;2.22772;15922.66839;0.33785;14.0497;0.5386210646325246
2020-11-14 11:55:09;9456.0;1006.0;0.0;68.095;0.0;0.59637;353.0725;0.16972;4.30072;1069.35;1646.15;2733.2;11.95898;7.66733;1.91348;1546.675;1387.31667;1272.95417;578.84901;0.16801;0.37959;0.04856;0.4453;28.00743;4.29164;0.82986;0.5547;0.35727;1067.26396;1646.11297;2.37816;16330.87855;0.35165;15.80245;0.5775589869103752
2020-11-14 12:55:09;9457.0;1006.0;0.0;67.0;0.0;0.35;197.3625;0.0;4.2414;1052.5;1648.05;2733.2;10.82413;6.65279;1.8419;1542.475;1379.87917;1260.19167;596.37265;0.17144;0.38924;0.0487;0.44526;27.57628;4.17135;0.82697;0.55474;0.35432;1051.101;1647.47365;2.32944;16639.78047;0.36199;15.40097;0.5690828250279315
2020-11-14 13:55:09;9458.0;1005.5475;0.0;66.5475;0.0;0.32737;7.525;0.0;4.10548;1051.5;1658.65;2733.2;12.59587;7.8663;2.09858;1551.50833;1385.09167;1265.83333;614.33364;0.17348;0.3951;0.048;0.44217;27.59659;4.72957;0.82856;0.55783;0.36291;1044.13182;1658.46545;2.63099;17096.94865;0.37042;12.8836;0.5096533377520824
2020-11-14 14:55:09;9459.0;1005.0;0.0;65.5475;0.0;0.23212;164.5875;0.0;4.05023;1039.85;1662.7;2733.2;12.66545;7.80254;2.15301;1554.38333;1384.0;1262.77917;629.34185;0.17728;0.40451;0.04975;0.44144;27.07922;4.86291;0.82944;0.55856;0.36549;1034.11667;1663.45851;2.7099;17269.95339;0.37833;8.47713;0.3702567422524925
